Day-ahead demand forecast for Seattle City Light (SCL) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3389916&sdid=EBA.SCL-ALL.DF.H
22:07:08 GMT-0500 (CDT)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.SCL-ALL.DF.H megawatthours
01/3/2016 08H,1224
01/3/2016 07H,1302
01/3/2016 06H,1378
01/3/2016 05H,1434
01/3/2016 04H,1469
01/3/2016 03H,1480
01/3/2016 02H,1488
01/3/2016 01H,1429
01/3/2016 00H,1356
01/2/2016 23H,1348
01/2/2016 22H,1371
01/2/2016 21H,1401
01/2/2016 20H,1439
01/2/2016 19H,1456
01/2/2016 18H,1458
01/2/2016 17H,1405
01/2/2016 16H,1313
01/2/2016 15H,1220
01/2/2016 14H,1175
01/2/2016 13H,1128
01/2/2016 12H,1090
01/2/2016 11H,1107
01/2/2016 10H,1130
01/2/2016 09H,1171
01/2/2016 08H,1265
01/2/2016 07H,1340
01/2/2016 06H,1430
01/2/2016 05H,1515
01/2/2016 04H,1600
01/2/2016 03H,1650
01/2/2016 02H,1640
01/2/2016 01H,1510
01/2/2016 00H,1390
01/1/2016 23H,1360
01/1/2016 22H,1365
01/1/2016 21H,1385
01/1/2016 20H,1415
01/1/2016 19H,1440
01/1/2016 18H,1435
01/1/2016 17H,1395
01/1/2016 16H,1300
01/1/2016 15H,1245
01/1/2016 14H,1180
01/1/2016 13H,1150
01/1/2016 12H,1140
01/1/2016 11H,1140
01/1/2016 10H,1150
01/1/2016 09H,1180
01/1/2016 08H,1295
01/1/2016 07H,1410
01/1/2016 06H,1520
01/1/2016 05H,1600
01/1/2016 04H,1635
01/1/2016 03H,1665
01/1/2016 02H,1665
01/1/2016 01H,1580
01/1/2016 00H,1485
12/31/2015 23H,1480
12/31/2015 22H,1500
12/31/2015 21H,1525
12/31/2015 20H,1555
12/31/2015 19H,1585
12/31/2015 18H,1625
12/31/2015 17H,1665
12/31/2015 16H,1555
12/31/2015 15H,1455
12/31/2015 14H,1305
12/31/2015 13H,1190
12/31/2015 12H,1145
12/31/2015 11H,1135
12/31/2015 10H,1145
12/31/2015 09H,1175
12/31/2015 08H,1265
12/31/2015 07H,1385
12/31/2015 06H,1505
12/31/2015 05H,1580
12/31/2015 04H,1620
12/31/2015 03H,1650
12/31/2015 02H,1655
12/31/2015 01H,1570
12/31/2015 00H,1490
12/30/2015 23H,1490
12/30/2015 22H,1510
12/30/2015 21H,1530
12/30/2015 20H,1555
12/30/2015 19H,1580
12/30/2015 18H,1605
12/30/2015 17H,1635
12/30/2015 16H,1620
12/30/2015 15H,1500
12/30/2015 14H,1305
12/30/2015 13H,1175
12/30/2015 12H,1125
12/30/2015 11H,1110
12/30/2015 10H,1115
12/30/2015 09H,1150
12/30/2015 08H,1150
12/30/2015 07H,1265
12/30/2015 06H,1370
12/30/2015 05H,1435
12/30/2015 04H,1480
12/30/2015 03H,1510
12/30/2015 02H,1525
12/30/2015 01H,1450
12/30/2015 00H,1385
12/29/2015 23H,1375
12/29/2015 22H,1395
12/29/2015 21H,1425
12/29/2015 20H,1440
12/29/2015 19H,1460
12/29/2015 18H,1490
12/29/2015 17H,1515
12/29/2015 16H,1490
12/29/2015 15H,1380
12/29/2015 14H,1210
12/29/2015 13H,1085
12/29/2015 12H,1035
12/29/2015 11H,1035
12/29/2015 10H,1060
12/29/2015 09H,1100
12/29/2015 08H,1150
12/29/2015 07H,1265
12/29/2015 06H,1370
12/29/2015 05H,1435
12/29/2015 04H,1485
12/29/2015 03H,1515
12/29/2015 02H,1535
12/29/2015 01H,1460
12/29/2015 00H,1395
12/28/2015 23H,1385
12/28/2015 22H,1400
12/28/2015 21H,1425
12/28/2015 20H,1440
12/28/2015 19H,1455
12/28/2015 18H,1475
12/28/2015 17H,1485
12/28/2015 16H,1500
12/28/2015 15H,1380
12/28/2015 14H,1205
12/28/2015 13H,1085
12/28/2015 12H,1040
12/28/2015 11H,1030
12/28/2015 10H,1045
12/28/2015 09H,1090
12/28/2015 08H,1155
12/28/2015 07H,1260
12/28/2015 06H,1355
12/28/2015 05H,1410
12/28/2015 04H,1450
12/28/2015 03H,1475
12/28/2015 02H,1480
12/28/2015 01H,1420
12/28/2015 00H,1355
12/27/2015 23H,1345
12/27/2015 22H,1370
12/27/2015 21H,1380
12/27/2015 20H,1395
12/27/2015 19H,1390
12/27/2015 18H,1360
12/27/2015 17H,1295
12/27/2015 16H,1170
12/27/2015 15H,1110
12/27/2015 14H,1050
12/27/2015 13H,1010
12/27/2015 12H,1000
12/27/2015 11H,995
12/27/2015 10H,1015
12/27/2015 09H,1070
12/27/2015 08H,1210
12/27/2015 07H,1285
12/27/2015 06H,1365
12/27/2015 05H,1420
12/27/2015 04H,1455
12/27/2015 03H,1480
12/27/2015 02H,1480
12/27/2015 01H,1430
12/27/2015 00H,1370
12/26/2015 23H,1365
12/26/2015 22H,1400
12/26/2015 21H,1420
12/26/2015 20H,1445
12/26/2015 19H,1450
12/26/2015 18H,1450
12/26/2015 17H,1400
12/26/2015 16H,1200
12/26/2015 15H,1120
12/26/2015 14H,1055
12/26/2015 13H,1010
12/26/2015 12H,990
12/26/2015 11H,995
12/26/2015 10H,1010
12/26/2015 09H,1060
12/26/2015 08H,1150
12/26/2015 07H,1205
12/26/2015 06H,1245
12/26/2015 05H,1280
12/26/2015 04H,1305
12/26/2015 03H,1340
12/26/2015 02H,1365
12/26/2015 01H,1320
12/26/2015 00H,1260
12/25/2015 23H,1250
12/25/2015 22H,1265
12/25/2015 21H,1305
12/25/2015 20H,1315
12/25/2015 19H,1320
12/25/2015 18H,1305
12/25/2015 17H,1235
12/25/2015 16H,1199
12/25/2015 15H,1117
12/25/2015 14H,1064
12/25/2015 13H,1016
12/25/2015 12H,990
12/25/2015 11H,1013
12/25/2015 10H,1032
12/25/2015 09H,1085
12/25/2015 08H,1165
12/25/2015 07H,1210
12/25/2015 06H,1255
12/25/2015 05H,1295
12/25/2015 04H,1350
12/25/2015 03H,1410
12/25/2015 02H,1443
12/25/2015 01H,1422
12/25/2015 00H,1347
12/24/2015 23H,1341
12/24/2015 22H,1339
12/24/2015 21H,1371
12/24/2015 20H,1409
12/24/2015 19H,1430
12/24/2015 18H,1416
12/24/2015 17H,1380
12/24/2015 16H,1314
12/24/2015 15H,1232
12/24/2015 14H,1128
12/24/2015 13H,1042
12/24/2015 12H,1030
12/24/2015 11H,1044
12/24/2015 10H,1048
12/24/2015 09H,1100
12/24/2015 08H,1170
12/24/2015 07H,1275
12/24/2015 06H,1380
12/24/2015 05H,1460
12/24/2015 04H,1505
12/24/2015 03H,1545
12/24/2015 02H,1570
12/24/2015 01H,1490
12/24/2015 00H,1405
12/23/2015 23H,1390
12/23/2015 22H,1395
12/23/2015 21H,1410
12/23/2015 20H,1420
12/23/2015 19H,1435
12/23/2015 18H,1464
12/23/2015 17H,1481
12/23/2015 16H,1472
12/23/2015 15H,1358
12/23/2015 14H,1178
12/23/2015 13H,1065
12/23/2015 12H,1048
12/23/2015 11H,1066
12/23/2015 10H,1068
12/23/2015 09H,1117
12/23/2015 08H,1200
12/23/2015 07H,1320
12/23/2015 06H,1430
12/23/2015 05H,1500
12/23/2015 04H,1530
12/23/2015 03H,1550
12/23/2015 02H,1580
12/23/2015 01H,1525
12/23/2015 00H,1450
12/22/2015 23H,1450
12/22/2015 22H,1470
12/22/2015 21H,1480
12/22/2015 20H,1490
12/22/2015 19H,1515
12/22/2015 18H,1530
12/22/2015 17H,1550
12/22/2015 16H,1525
12/22/2015 15H,1425
12/22/2015 14H,1220
12/22/2015 13H,1100
12/22/2015 12H,1050
12/22/2015 11H,1060
12/22/2015 10H,1080
12/22/2015 09H,1150
12/22/2015 08H,1120
12/22/2015 07H,1235
12/22/2015 06H,1345
12/22/2015 05H,1440
12/22/2015 04H,1495
12/22/2015 03H,1565
12/22/2015 02H,1615
12/22/2015 01H,1545
12/22/2015 00H,1485
12/21/2015 23H,1470
12/21/2015 22H,1475
12/21/2015 21H,1490
12/21/2015 20H,1495
12/21/2015 19H,1510
12/21/2015 18H,1520
12/21/2015 17H,1540
12/21/2015 16H,1535
12/21/2015 15H,1410
12/21/2015 14H,1200
12/21/2015 13H,1070
12/21/2015 12H,1035
12/21/2015 11H,1035
12/21/2015 10H,1050
12/21/2015 09H,1095
12/21/2015 08H,1165
12/21/2015 07H,1270
12/21/2015 06H,1375
12/21/2015 05H,1440
12/21/2015 04H,1480
12/21/2015 03H,1505
12/21/2015 02H,1515
12/21/2015 01H,1440
12/21/2015 00H,1375
12/20/2015 23H,1355
12/20/2015 22H,1360
12/20/2015 21H,1380
12/20/2015 20H,1380
12/20/2015 19H,1380
12/20/2015 18H,1350
12/20/2015 17H,1290
12/20/2015 16H,1210
12/20/2015 15H,1140
12/20/2015 14H,1075
12/20/2015 13H,1040
12/20/2015 12H,1035
12/20/2015 11H,1043
12/20/2015 10H,1055
12/20/2015 09H,1090
12/20/2015 08H,1160
12/20/2015 07H,1245
12/20/2015 06H,1330
12/20/2015 05H,1395
12/20/2015 04H,1440
12/20/2015 03H,1485
12/20/2015 02H,1495
12/20/2015 01H,1435
12/20/2015 00H,1370
12/19/2015 23H,1355
12/19/2015 22H,1365
12/19/2015 21H,1390
12/19/2015 20H,1410
12/19/2015 19H,1415
12/19/2015 18H,1395
12/19/2015 17H,1340
12/19/2015 16H,1260
12/19/2015 15H,1180
12/19/2015 14H,1100
12/19/2015 13H,1055
12/19/2015 12H,1060
12/19/2015 11H,1060
12/19/2015 10H,1085
12/19/2015 09H,1110
12/19/2015 08H,1195
12/19/2015 07H,1290
12/19/2015 06H,1375
12/19/2015 05H,1440
12/19/2015 04H,1485
12/19/2015 03H,1535
12/19/2015 02H,1570
12/19/2015 01H,1495
12/19/2015 00H,1430
12/18/2015 23H,1415
12/18/2015 22H,1420
12/18/2015 21H,1435
12/18/2015 20H,1450
12/18/2015 19H,1465
12/18/2015 18H,1475
12/18/2015 17H,1500
12/18/2015 16H,1555
12/18/2015 15H,1430
12/18/2015 14H,1235
12/18/2015 13H,1120
12/18/2015 12H,1065
12/18/2015 11H,1025
12/18/2015 10H,1045
12/18/2015 09H,1095
12/18/2015 08H,1115
12/18/2015 07H,1225
12/18/2015 06H,1340
12/18/2015 05H,1425
12/18/2015 04H,1470
12/18/2015 03H,1515
12/18/2015 02H,1550
12/18/2015 01H,1495
12/18/2015 00H,1425
12/17/2015 23H,1410
12/17/2015 22H,1415
12/17/2015 21H,1425
12/17/2015 20H,1430
12/17/2015 19H,1440
12/17/2015 18H,1460
12/17/2015 17H,1485
12/17/2015 16H,1530
12/17/2015 15H,1405
12/17/2015 14H,1200
12/17/2015 13H,1085
12/17/2015 12H,1040
12/17/2015 11H,1035
12/17/2015 10H,1055
12/17/2015 09H,1105
12/17/2015 08H,1135
12/17/2015 07H,1250
12/17/2015 06H,1365
12/17/2015 05H,1445
12/17/2015 04H,1495
12/17/2015 03H,1530
12/17/2015 02H,1560
12/17/2015 01H,1485
12/17/2015 00H,1405
12/16/2015 23H,1385
12/16/2015 22H,1390
12/16/2015 21H,1405
12/16/2015 20H,1420
12/16/2015 19H,1435
12/16/2015 18H,1450
12/16/2015 17H,1485
12/16/2015 16H,1485
12/16/2015 15H,1365
12/16/2015 14H,1165
12/16/2015 13H,1045
12/16/2015 12H,1000
12/16/2015 11H,995
12/16/2015 10H,1015
12/16/2015 09H,1060
12/16/2015 08H,1155
12/16/2015 07H,1270
12/16/2015 06H,1390
12/16/2015 05H,1470
12/16/2015 04H,1510
12/16/2015 03H,1550
12/16/2015 02H,1570
12/16/2015 01H,1485
12/16/2015 00H,1410
12/15/2015 23H,1390
12/15/2015 22H,1400
12/15/2015 21H,1420
12/15/2015 20H,1440
12/15/2015 19H,1460
12/15/2015 18H,1490
12/15/2015 17H,1525
12/15/2015 16H,1550
12/15/2015 15H,1430
12/15/2015 14H,1270
12/15/2015 13H,1150
12/15/2015 12H,1100
12/15/2015 11H,1090
12/15/2015 10H,1105
12/15/2015 09H,1136
12/15/2015 08H,1190
12/15/2015 07H,1307
12/15/2015 06H,1420
12/15/2015 05H,1493
12/15/2015 04H,1529
12/15/2015 03H,1553
12/15/2015 02H,1565
12/15/2015 01H,1482
12/15/2015 00H,1413
12/14/2015 23H,1407
12/14/2015 22H,1427
12/14/2015 21H,1443
12/14/2015 20H,1460
12/14/2015 19H,1479
12/14/2015 18H,1497
12/14/2015 17H,1513
12/14/2015 16H,1515
12/14/2015 15H,1394
12/14/2015 14H,1197
12/14/2015 13H,1077
12/14/2015 12H,1023
12/14/2015 11H,1003
12/14/2015 10H,1013
12/14/2015 09H,1056
12/14/2015 08H,1135
12/14/2015 07H,1235
12/14/2015 06H,1340
12/14/2015 05H,1405
12/14/2015 04H,1445
12/14/2015 03H,1475
12/14/2015 02H,1485
12/14/2015 01H,1400
12/14/2015 00H,1330
12/13/2015 23H,1305
12/13/2015 22H,1310
12/13/2015 21H,1325
12/13/2015 20H,1330
12/13/2015 19H,1325
12/13/2015 18H,1296
12/13/2015 17H,1235
12/13/2015 16H,1158
12/13/2015 15H,1084
12/13/2015 14H,1023
12/13/2015 13H,990
12/13/2015 12H,980
12/13/2015 11H,990
12/13/2015 10H,1014
12/13/2015 09H,1060
12/13/2015 08H,1108
12/13/2015 07H,1192
12/13/2015 06H,1269
12/13/2015 05H,1323
12/13/2015 04H,1357
12/13/2015 03H,1400
12/13/2015 02H,1434
12/13/2015 01H,1385
12/13/2015 00H,1340
12/12/2015 23H,1332
12/12/2015 22H,1341
12/12/2015 21H,1365
12/12/2015 20H,1375
12/12/2015 19H,1370
12/12/2015 18H,1340
12/12/2015 17H,1283
12/12/2015 16H,1203
12/12/2015 15H,1117
12/12/2015 14H,1049
12/12/2015 13H,1007
12/12/2015 12H,996
12/12/2015 11H,1011
12/12/2015 10H,1029
12/12/2015 09H,1079
12/12/2015 08H,1125
12/12/2015 07H,1215
12/12/2015 06H,1300
12/12/2015 05H,1365
12/12/2015 04H,1415
12/12/2015 03H,1470
12/12/2015 02H,1505
12/12/2015 01H,1440
12/12/2015 00H,1375
12/11/2015 23H,1360
12/11/2015 22H,1370
12/11/2015 21H,1385
12/11/2015 20H,1400
12/11/2015 19H,1425
12/11/2015 18H,1450
12/11/2015 17H,1480
12/11/2015 16H,1480
12/11/2015 15H,1360
12/11/2015 14H,1160
12/11/2015 13H,1035
12/11/2015 12H,950
12/11/2015 11H,950
12/11/2015 10H,970
12/11/2015 09H,1015
12/11/2015 08H,1050
12/11/2015 07H,1155
12/11/2015 06H,1255
12/11/2015 05H,1325
12/11/2015 04H,1370
12/11/2015 03H,1410
12/11/2015 02H,1435
12/11/2015 01H,1355
12/11/2015 00H,1285
12/10/2015 23H,1270
12/10/2015 22H,1280
12/10/2015 21H,1290
12/10/2015 20H,1300
12/10/2015 19H,1310
12/10/2015 18H,1320
12/10/2015 17H,1350
12/10/2015 16H,1350
12/10/2015 15H,1230
12/10/2015 14H,1040
12/10/2015 13H,925
12/10/2015 12H,890
12/10/2015 11H,890
12/10/2015 10H,920
12/10/2015 09H,965
12/10/2015 08H,1035
12/10/2015 07H,1140
12/10/2015 06H,1240
12/10/2015 05H,1300
12/10/2015 04H,1345
12/10/2015 03H,1380
12/10/2015 02H,1415
12/10/2015 01H,1340
12/10/2015 00H,1270
12/9/2015 23H,1250
12/9/2015 22H,1255
12/9/2015 21H,1255
12/9/2015 20H,1275
12/9/2015 19H,1290
12/9/2015 18H,1300
12/9/2015 17H,1325
12/9/2015 16H,1325
12/9/2015 15H,1205
12/9/2015 14H,1010
12/9/2015 13H,910
12/9/2015 12H,870
12/9/2015 11H,868
12/9/2015 10H,890
12/9/2015 09H,920
12/9/2015 08H,975
12/9/2015 07H,1070
12/9/2015 06H,1170
12/9/2015 05H,1240
12/9/2015 04H,1295
12/9/2015 03H,1340
12/9/2015 02H,1415
12/9/2015 01H,1355
12/9/2015 00H,1310
12/8/2015 23H,1305
12/8/2015 22H,1310
12/8/2015 21H,1325
12/8/2015 20H,1335
12/8/2015 19H,1345
12/8/2015 18H,1350
12/8/2015 17H,1360
12/8/2015 16H,1355
12/8/2015 15H,1245
12/8/2015 14H,1050
12/8/2015 13H,960
12/8/2015 12H,940
12/8/2015 11H,946
12/8/2015 10H,962
12/8/2015 09H,996
12/8/2015 08H,1050
12/8/2015 07H,1145
12/8/2015 06H,1255
12/8/2015 05H,1320
12/8/2015 04H,1365
12/8/2015 03H,1395
12/8/2015 02H,1400
12/8/2015 01H,1345
12/8/2015 00H,1305
12/7/2015 23H,1295
12/7/2015 22H,1315
12/7/2015 21H,1320
12/7/2015 20H,1330
12/7/2015 19H,1340
12/7/2015 18H,1350
12/7/2015 17H,1370
12/7/2015 16H,1400
12/7/2015 15H,1285
12/7/2015 14H,1090
12/7/2015 13H,985
12/7/2015 12H,950
12/7/2015 11H,945
12/7/2015 10H,960
12/7/2015 09H,960
12/7/2015 08H,1050
12/7/2015 07H,1150
12/7/2015 06H,1245
12/7/2015 05H,1300
12/7/2015 04H,1345
12/7/2015 03H,1375
12/7/2015 02H,1380
12/7/2015 01H,1315
12/7/2015 00H,1250
12/6/2015 23H,1235
12/6/2015 22H,1245
12/6/2015 21H,1255
12/6/2015 20H,1265
12/6/2015 19H,1260
12/6/2015 18H,1235
12/6/2015 17H,1175
12/6/2015 16H,1115
12/6/2015 15H,1050
12/6/2015 14H,990
12/6/2015 13H,955
12/6/2015 12H,950
12/6/2015 11H,960
12/6/2015 10H,990
12/6/2015 09H,1030
12/6/2015 08H,1070
12/6/2015 07H,1150
12/6/2015 06H,1220
12/6/2015 05H,1275
12/6/2015 04H,1315
12/6/2015 03H,1350
12/6/2015 02H,1365
12/6/2015 01H,1315
12/6/2015 00H,1260
12/5/2015 23H,1260
12/5/2015 22H,1275
12/5/2015 21H,1295
12/5/2015 20H,1310
12/5/2015 19H,1315
12/5/2015 18H,1300
12/5/2015 17H,1245
12/5/2015 16H,1160
12/5/2015 15H,1075
12/5/2015 14H,1005
12/5/2015 13H,965
12/5/2015 12H,960
12/5/2015 11H,975
12/5/2015 10H,995
12/5/2015 09H,1040
12/5/2015 08H,1100
12/5/2015 07H,1190
12/5/2015 06H,1285
12/5/2015 05H,1345
12/5/2015 04H,1390
12/5/2015 03H,1410
12/5/2015 02H,1440
12/5/2015 01H,1370
12/5/2015 00H,1330
12/4/2015 23H,1325
12/4/2015 22H,1340
12/4/2015 21H,1332
12/4/2015 20H,1353
12/4/2015 19H,1367
12/4/2015 18H,1386
12/4/2015 17H,1400
12/4/2015 16H,1397
12/4/2015 15H,1281
12/4/2015 14H,1085
12/4/2015 13H,975
12/4/2015 12H,924
12/4/2015 11H,902
12/4/2015 10H,908
12/4/2015 09H,953
12/4/2015 08H,1038
12/4/2015 07H,1142
12/4/2015 06H,1246
12/4/2015 05H,1305
12/4/2015 04H,1337
12/4/2015 03H,1367
12/4/2015 02H,1383
12/4/2015 01H,1319
12/4/2015 00H,1263
12/3/2015 23H,1253
12/3/2015 22H,1269
12/3/2015 21H,1283
12/3/2015 20H,1299
12/3/2015 19H,1318
12/3/2015 18H,1340
12/3/2015 17H,1375
12/3/2015 16H,1385
12/3/2015 15H,1269
12/3/2015 14H,1066
12/3/2015 13H,955
12/3/2015 12H,917
12/3/2015 11H,934
12/3/2015 10H,956
12/3/2015 09H,1005
12/3/2015 08H,1063
12/3/2015 07H,1172
12/3/2015 06H,1284
12/3/2015 05H,1354
12/3/2015 04H,1391
12/3/2015 03H,1422
12/3/2015 02H,1437
12/3/2015 01H,1364
12/3/2015 00H,1305
12/2/2015 23H,1294
12/2/2015 22H,1315
12/2/2015 21H,1325
12/2/2015 20H,1362
12/2/2015 19H,1384
12/2/2015 18H,1416
12/2/2015 17H,1458
12/2/2015 16H,1471
12/2/2015 15H,1363
12/2/2015 14H,1187
12/2/2015 13H,1075
12/2/2015 12H,1033
12/2/2015 11H,993
12/2/2015 10H,1012
12/2/2015 09H,1050
12/2/2015 08H,1160
12/2/2015 07H,1270
12/2/2015 06H,1380
12/2/2015 05H,1460
12/2/2015 04H,1500
12/2/2015 03H,1530
12/2/2015 02H,1545
12/2/2015 01H,1470
12/2/2015 00H,1415
12/1/2015 23H,1405
12/1/2015 22H,1420
12/1/2015 21H,1445
12/1/2015 20H,1454
12/1/2015 19H,1485
12/1/2015 18H,1520
12/1/2015 17H,1559
12/1/2015 16H,1567
12/1/2015 15H,1452
12/1/2015 14H,1253
12/1/2015 13H,1133
12/1/2015 12H,1087
12/1/2015 11H,1076
12/1/2015 10H,1096
12/1/2015 09H,1132
12/1/2015 08H,1202
12/1/2015 07H,1324
12/1/2015 06H,1454
12/1/2015 05H,1554
12/1/2015 04H,1615
12/1/2015 03H,1647
12/1/2015 02H,1655
12/1/2015 01H,1561
12/1/2015 00H,1500
11/30/2015 23H,1497
11/30/2015 22H,1522
11/30/2015 21H,1542
11/30/2015 20H,1568
11/30/2015 19H,1600
11/30/2015 18H,1629
11/30/2015 17H,1656
11/30/2015 16H,1665
11/30/2015 15H,1554
11/30/2015 14H,1352
11/30/2015 13H,1223
11/30/2015 12H,1165
11/30/2015 11H,1146
11/30/2015 10H,1151
11/30/2015 09H,1191
11/30/2015 08H,1194
11/30/2015 07H,1295
11/30/2015 06H,1400
11/30/2015 05H,1464
11/30/2015 04H,1501
11/30/2015 03H,1520
11/30/2015 02H,1512
11/30/2015 01H,1418
11/30/2015 00H,1334
11/29/2015 23H,1315
11/29/2015 22H,1329
11/29/2015 21H,1357
11/29/2015 20H,1381
11/29/2015 19H,1405
11/29/2015 18H,1406
11/29/2015 17H,1362
11/29/2015 16H,1293
11/29/2015 15H,1235
11/29/2015 14H,1175
11/29/2015 13H,1140
11/29/2015 12H,1120
11/29/2015 11H,1122
11/29/2015 10H,1129
11/29/2015 09H,1168
11/29/2015 08H,1187
11/29/2015 07H,1256
11/29/2015 06H,1326
11/29/2015 05H,1373
11/29/2015 04H,1402
11/29/2015 03H,1430
11/29/2015 02H,1444
11/29/2015 01H,1365
11/29/2015 00H,1289
11/28/2015 23H,1278
11/28/2015 22H,1299
11/28/2015 21H,1337
11/28/2015 20H,1373
11/28/2015 19H,1391
11/28/2015 18H,1403
11/28/2015 17H,1368
11/28/2015 16H,1290
11/28/2015 15H,1219
11/28/2015 14H,1158
11/28/2015 13H,1109
11/28/2015 12H,1065
11/28/2015 11H,1048
11/28/2015 10H,1056
11/28/2015 09H,1093
11/28/2015 08H,1117
11/28/2015 07H,1177
11/28/2015 06H,1237
11/28/2015 05H,1291
11/28/2015 04H,1326
11/28/2015 03H,1368
11/28/2015 02H,1407
11/28/2015 01H,1370
11/28/2015 00H,1302
11/27/2015 23H,1287
11/27/2015 22H,1290
11/27/2015 21H,1291
11/27/2015 20H,1304
11/27/2015 19H,1305
11/27/2015 18H,1275
11/27/2015 17H,1226
11/27/2015 16H,1168
11/27/2015 15H,1110
11/27/2015 14H,1020
11/27/2015 13H,960
11/27/2015 12H,950
11/27/2015 11H,958
11/27/2015 10H,980
11/27/2015 09H,1018
11/27/2015 08H,1055
11/27/2015 07H,1110
11/27/2015 06H,1145
11/27/2015 05H,1170
11/27/2015 04H,1170
11/27/2015 03H,1195
11/27/2015 02H,1240
11/27/2015 01H,1240
11/27/2015 00H,1230
11/26/2015 23H,1265
11/26/2015 22H,1315
11/26/2015 21H,1360
11/26/2015 20H,1380
11/26/2015 19H,1370
11/26/2015 18H,1325
11/26/2015 17H,1260
11/26/2015 16H,1190
11/26/2015 15H,1120
11/26/2015 14H,1065
11/26/2015 13H,1010
11/26/2015 12H,1005
11/26/2015 11H,1025
11/26/2015 10H,1040
11/26/2015 09H,1085
11/26/2015 08H,1175
11/26/2015 07H,1285
11/26/2015 06H,1395
11/26/2015 05H,1480
11/26/2015 04H,1510
11/26/2015 03H,1525
11/26/2015 02H,1525
11/26/2015 01H,1435
11/26/2015 00H,1375
11/25/2015 23H,1375
11/25/2015 22H,1390
11/25/2015 21H,1410
11/25/2015 20H,1435
11/25/2015 19H,1460
11/25/2015 18H,1490
11/25/2015 17H,1565
11/25/2015 16H,1575
11/25/2015 15H,1445
11/25/2015 14H,1275
11/25/2015 13H,1140
11/25/2015 12H,1095
11/25/2015 11H,1080
11/25/2015 10H,1085
11/25/2015 09H,1120
11/25/2015 08H,1200
11/25/2015 07H,1300
11/25/2015 06H,1425
11/25/2015 05H,1475
11/25/2015 04H,1500
11/25/2015 03H,1525
11/25/2015 02H,1525
11/25/2015 01H,1475
11/25/2015 00H,1425
11/24/2015 23H,1425
11/24/2015 22H,1425
11/24/2015 21H,1450
11/24/2015 20H,1475
11/24/2015 19H,1490
11/24/2015 18H,1525
11/24/2015 17H,1550
11/24/2015 16H,1550
11/24/2015 15H,1425
11/24/2015 14H,1215
11/24/2015 13H,1085
11/24/2015 12H,1030
11/24/2015 11H,1045
11/24/2015 10H,1045
11/24/2015 09H,1080
11/24/2015 08H,1140
11/24/2015 07H,1250
11/24/2015 06H,1360
11/24/2015 05H,1435
11/24/2015 04H,1475
11/24/2015 03H,1500
11/24/2015 02H,1500
11/24/2015 01H,1430
11/24/2015 00H,1380
11/23/2015 23H,1380
11/23/2015 22H,1390
11/23/2015 21H,1405
11/23/2015 20H,1430
11/23/2015 19H,1445
11/23/2015 18H,1465
11/23/2015 17H,1480
11/23/2015 16H,1510
11/23/2015 15H,1400
11/23/2015 14H,1210
11/23/2015 13H,1095
11/23/2015 12H,1045
11/23/2015 11H,1020
11/23/2015 10H,1035
11/23/2015 09H,1070
11/23/2015 08H,1115
11/23/2015 07H,1205
11/23/2015 06H,1305
11/23/2015 05H,1365
11/23/2015 04H,1390
11/23/2015 03H,1400
11/23/2015 02H,1395
11/23/2015 01H,1320
11/23/2015 00H,1270
11/22/2015 23H,1260
11/22/2015 22H,1280
11/22/2015 21H,1295
11/22/2015 20H,1320
11/22/2015 19H,1320
11/22/2015 18H,1305
11/22/2015 17H,1255
11/22/2015 16H,1205
11/22/2015 15H,1140
11/22/2015 14H,1080
11/22/2015 13H,1045
11/22/2015 12H,1035
11/22/2015 11H,1040
11/22/2015 10H,1060
11/22/2015 09H,1100
11/22/2015 08H,1125
11/22/2015 07H,1200
11/22/2015 06H,1270
11/22/2015 05H,1315
11/22/2015 04H,1335
11/22/2015 03H,1360
11/22/2015 02H,1360
11/22/2015 01H,1295
11/22/2015 00H,1250
11/21/2015 23H,1250
11/21/2015 22H,1270
11/21/2015 21H,1300
11/21/2015 20H,1335
11/21/2015 19H,1345
11/21/2015 18H,1335
11/21/2015 17H,1290
11/21/2015 16H,1245
11/21/2015 15H,1165
11/21/2015 14H,1095
11/21/2015 13H,1055
11/21/2015 12H,1040
11/21/2015 11H,1040
11/21/2015 10H,1065
11/21/2015 09H,1105
11/21/2015 08H,1140
11/21/2015 07H,1225
11/21/2015 06H,1305
11/21/2015 05H,1365
11/21/2015 04H,1400
11/21/2015 03H,1435
11/21/2015 02H,1460
11/21/2015 01H,1400
11/21/2015 00H,1350
11/20/2015 23H,1350
11/20/2015 22H,1360
11/20/2015 21H,1385
11/20/2015 20H,1410
11/20/2015 19H,1425
11/20/2015 18H,1455
11/20/2015 17H,1485
11/20/2015 16H,1485
11/20/2015 15H,1375
11/20/2015 14H,1180
11/20/2015 13H,1065
11/20/2015 12H,1013
11/20/2015 11H,973
11/20/2015 10H,986
11/20/2015 09H,1024
11/20/2015 08H,1070
11/20/2015 07H,1175
11/20/2015 06H,1275
11/20/2015 05H,1335
11/20/2015 04H,1365
11/20/2015 03H,1390
11/20/2015 02H,1405
11/20/2015 01H,1335
11/20/2015 00H,1290
11/19/2015 23H,1285
11/19/2015 22H,1295
11/19/2015 21H,1305
11/19/2015 20H,1320
11/19/2015 19H,1335
