Day-ahead demand forecast for Seattle City Light (SCL) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3389916&sdid=EBA.SCL-ALL.DF.H
22:07:08 GMT-0500 (CDT)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.SCL-ALL.DF.H megawatthours
10/23/2020 08H,872
10/23/2020 07H,888
10/23/2020 06H,955
10/23/2020 05H,1025
10/23/2020 04H,1090
10/23/2020 03H,1127
10/23/2020 02H,1125
10/23/2020 01H,1076
10/23/2020 00H,1026
10/22/2020 23H,1004
10/22/2020 22H,1025
10/22/2020 21H,1051
10/22/2020 20H,1083
10/22/2020 19H,1097
10/22/2020 18H,1113
10/22/2020 17H,1137
10/22/2020 16H,1155
10/22/2020 15H,1143
10/22/2020 14H,1058
10/22/2020 13H,929
10/22/2020 12H,844
10/22/2020 11H,814
10/22/2020 10H,811
10/22/2020 09H,816
10/22/2020 08H,848
10/22/2020 07H,877
10/22/2020 06H,948
10/22/2020 05H,1026
10/22/2020 04H,1093
10/22/2020 03H,1134
10/22/2020 02H,1143
10/22/2020 01H,1099
10/22/2020 00H,1063
10/21/2020 23H,1046
10/21/2020 22H,1051
10/21/2020 21H,1075
10/21/2020 20H,1089
10/21/2020 19H,1090
10/21/2020 18H,1094
10/21/2020 17H,1099
10/21/2020 16H,1108
10/21/2020 15H,1089
10/21/2020 14H,992
10/21/2020 13H,867
10/21/2020 12H,787
10/21/2020 11H,761
10/21/2020 10H,760
10/21/2020 09H,767
10/21/2020 08H,793
10/21/2020 07H,836
10/21/2020 06H,900
10/21/2020 05H,983
10/21/2020 04H,1045
10/21/2020 03H,1093
10/21/2020 02H,1091
10/21/2020 01H,1047
10/21/2020 00H,1008
10/20/2020 23H,998
10/20/2020 22H,1004
10/20/2020 21H,1029
10/20/2020 20H,1051
10/20/2020 19H,1051
10/20/2020 18H,1052
10/20/2020 17H,1060
10/20/2020 16H,1066
10/20/2020 15H,1053
10/20/2020 14H,962
10/20/2020 13H,844
10/20/2020 12H,771
10/20/2020 11H,751
10/20/2020 10H,753
10/20/2020 09H,761
10/20/2020 08H,795
10/20/2020 07H,837
10/20/2020 06H,911
10/20/2020 05H,993
10/20/2020 04H,1061
10/20/2020 03H,1104
10/20/2020 02H,1110
10/20/2020 01H,1071
10/20/2020 00H,1032
10/19/2020 23H,1027
10/19/2020 22H,1033
10/19/2020 21H,1053
10/19/2020 20H,1063
10/19/2020 19H,1061
10/19/2020 18H,1054
10/19/2020 17H,1056
10/19/2020 16H,1060
10/19/2020 15H,1035
10/19/2020 14H,929
10/19/2020 13H,809
10/19/2020 12H,741
10/19/2020 11H,719
10/19/2020 10H,720
10/19/2020 09H,726
10/19/2020 08H,761
10/19/2020 07H,787
10/19/2020 06H,856
10/19/2020 05H,928
10/19/2020 04H,988
10/19/2020 03H,1029
10/19/2020 02H,1032
10/19/2020 01H,983
10/19/2020 00H,935
10/18/2020 23H,919
10/18/2020 22H,919
10/18/2020 21H,927
10/18/2020 20H,936
10/18/2020 19H,931
10/18/2020 18H,915
10/18/2020 17H,887
10/18/2020 16H,830
10/18/2020 15H,767
10/18/2020 14H,737
10/18/2020 13H,726
10/18/2020 12H,718
10/18/2020 11H,721
10/18/2020 10H,733
10/18/2020 09H,744
10/18/2020 08H,782
10/18/2020 07H,826
10/18/2020 06H,873
10/18/2020 05H,925
10/18/2020 04H,976
10/18/2020 03H,1013
10/18/2020 02H,1017
10/18/2020 01H,978
10/18/2020 00H,955
10/17/2020 23H,951
10/17/2020 22H,960
10/17/2020 21H,976
10/17/2020 20H,994
10/17/2020 19H,998
10/17/2020 18H,981
10/17/2020 17H,952
10/17/2020 16H,896
10/17/2020 15H,820
10/17/2020 14H,760
10/17/2020 13H,732
10/17/2020 12H,715
10/17/2020 11H,712
10/17/2020 10H,722
10/17/2020 09H,734
10/17/2020 08H,775
10/17/2020 07H,817
10/17/2020 06H,868
10/17/2020 05H,926
10/17/2020 04H,981
10/17/2020 03H,1030
10/17/2020 02H,1053
10/17/2020 01H,1034
10/17/2020 00H,1005
10/16/2020 23H,1005
10/16/2020 22H,1014
10/16/2020 21H,1037
10/16/2020 20H,1049
10/16/2020 19H,1050
10/16/2020 18H,1048
10/16/2020 17H,1054
10/16/2020 16H,1050
10/16/2020 15H,1015
10/16/2020 14H,922
10/16/2020 13H,816
10/16/2020 12H,748
10/16/2020 11H,724
10/16/2020 10H,725
10/16/2020 09H,732
10/16/2020 08H,771
10/16/2020 07H,826
10/16/2020 06H,889
10/16/2020 05H,963
10/16/2020 04H,1026
10/16/2020 03H,1064
10/16/2020 02H,1054
10/16/2020 01H,1024
10/16/2020 00H,994
10/15/2020 23H,985
10/15/2020 22H,992
10/15/2020 21H,1011
10/15/2020 20H,1029
10/15/2020 19H,1037
10/15/2020 18H,1045
10/15/2020 17H,1055
10/15/2020 16H,1064
10/15/2020 15H,1050
10/15/2020 14H,956
10/15/2020 13H,831
10/15/2020 12H,755
10/15/2020 11H,731
10/15/2020 10H,731
10/15/2020 09H,739
10/15/2020 08H,768
10/15/2020 07H,831
10/15/2020 06H,894
10/15/2020 05H,977
10/15/2020 04H,1037
10/15/2020 03H,1082
10/15/2020 02H,1074
10/15/2020 01H,1046
10/15/2020 00H,1017
10/14/2020 23H,1009
10/14/2020 22H,1014
10/14/2020 21H,1032
10/14/2020 20H,1046
10/14/2020 19H,1045
10/14/2020 18H,1051
10/14/2020 17H,1051
10/14/2020 16H,1053
10/14/2020 15H,1032
10/14/2020 14H,935
10/14/2020 13H,817
10/14/2020 12H,741
10/14/2020 11H,716
10/14/2020 10H,716
10/14/2020 09H,724
10/14/2020 08H,760
10/14/2020 07H,820
10/14/2020 06H,886
10/14/2020 05H,970
10/14/2020 04H,1033
10/14/2020 03H,1081
10/14/2020 02H,1076
10/14/2020 01H,1045
10/14/2020 00H,1015
10/13/2020 23H,1008
10/13/2020 22H,1014
10/13/2020 21H,1032
10/13/2020 20H,1044
10/13/2020 19H,1037
10/13/2020 18H,1032
10/13/2020 17H,1031
10/13/2020 16H,1026
10/13/2020 15H,1009
10/13/2020 14H,929
10/13/2020 13H,813
10/13/2020 12H,741
10/13/2020 11H,720
10/13/2020 10H,722
10/13/2020 09H,730
10/13/2020 08H,762
10/13/2020 07H,823
10/13/2020 06H,889
10/13/2020 05H,972
10/13/2020 04H,1048
10/13/2020 03H,1100
10/13/2020 02H,1093
10/13/2020 01H,1053
10/13/2020 00H,1016
10/12/2020 23H,1011
10/12/2020 22H,1017
10/12/2020 21H,1031
10/12/2020 20H,1042
10/12/2020 19H,1038
10/12/2020 18H,1037
10/12/2020 17H,1036
10/12/2020 16H,1034
10/12/2020 15H,1014
10/12/2020 14H,918
10/12/2020 13H,803
10/12/2020 12H,737
10/12/2020 11H,717
10/12/2020 10H,718
10/12/2020 09H,726
10/12/2020 08H,762
10/12/2020 07H,770
10/12/2020 06H,841
10/12/2020 05H,912
10/12/2020 04H,970
10/12/2020 03H,1009
10/12/2020 02H,1002
10/12/2020 01H,954
10/12/2020 00H,903
10/11/2020 23H,897
10/11/2020 22H,898
10/11/2020 21H,914
10/11/2020 20H,924
10/11/2020 19H,922
10/11/2020 18H,908
10/11/2020 17H,884
10/11/2020 16H,826
10/11/2020 15H,757
10/11/2020 14H,725
10/11/2020 13H,713
10/11/2020 12H,706
10/11/2020 11H,708
10/11/2020 10H,718
10/11/2020 09H,728
10/11/2020 08H,764
10/11/2020 07H,807
10/11/2020 06H,853
10/11/2020 05H,906
10/11/2020 04H,957
10/11/2020 03H,990
10/11/2020 02H,978
10/11/2020 01H,946
10/11/2020 00H,930
10/10/2020 23H,929
10/10/2020 22H,938
10/10/2020 21H,952
10/10/2020 20H,964
10/10/2020 19H,957
10/10/2020 18H,939
10/10/2020 17H,910
10/10/2020 16H,852
10/10/2020 15H,782
10/10/2020 14H,730
10/10/2020 13H,705
10/10/2020 12H,691
10/10/2020 11H,691
10/10/2020 10H,702
10/10/2020 09H,714
10/10/2020 08H,762
10/10/2020 07H,798
10/10/2020 06H,850
10/10/2020 05H,906
10/10/2020 04H,960
10/10/2020 03H,1008
10/10/2020 02H,1017
10/10/2020 01H,1004
10/10/2020 00H,986
10/9/2020 23H,993
10/9/2020 22H,998
10/9/2020 21H,1016
10/9/2020 20H,1024
10/9/2020 19H,1023
10/9/2020 18H,1018
10/9/2020 17H,1017
10/9/2020 16H,1007
10/9/2020 15H,969
10/9/2020 14H,877
10/9/2020 13H,770
10/9/2020 12H,710
10/9/2020 11H,692
10/9/2020 10H,696
10/9/2020 09H,706
10/9/2020 08H,739
10/9/2020 07H,794
10/9/2020 06H,861
10/9/2020 05H,936
10/9/2020 04H,999
10/9/2020 03H,1043
10/9/2020 02H,1037
10/9/2020 01H,1014
10/9/2020 00H,996
10/8/2020 23H,992
10/8/2020 22H,1005
10/8/2020 21H,1014
10/8/2020 20H,1024
10/8/2020 19H,1017
10/8/2020 18H,1010
10/8/2020 17H,1007
10/8/2020 16H,999
10/8/2020 15H,975
10/8/2020 14H,889
10/8/2020 13H,777
10/8/2020 12H,712
10/8/2020 11H,696
10/8/2020 10H,700
10/8/2020 09H,710
10/8/2020 08H,743
10/8/2020 07H,790
10/8/2020 06H,860
10/8/2020 05H,939
10/8/2020 04H,1004
10/8/2020 03H,1048
10/8/2020 02H,1040
10/8/2020 01H,1020
10/8/2020 00H,1006
10/7/2020 23H,995
10/7/2020 22H,997
10/7/2020 21H,1011
10/7/2020 20H,1022
10/7/2020 19H,1013
10/7/2020 18H,1007
10/7/2020 17H,1002
10/7/2020 16H,997
10/7/2020 15H,972
10/7/2020 14H,882
10/7/2020 13H,770
10/7/2020 12H,706
10/7/2020 11H,688
10/7/2020 10H,692
10/7/2020 09H,702
10/7/2020 08H,741
10/7/2020 07H,784
10/7/2020 06H,857
10/7/2020 05H,937
10/7/2020 04H,1004
10/7/2020 03H,1051
10/7/2020 02H,1044
10/7/2020 01H,1027
10/7/2020 00H,1008
10/6/2020 23H,998
10/6/2020 22H,1000
10/6/2020 21H,1011
10/6/2020 20H,1020
10/6/2020 19H,1012
10/6/2020 18H,1005
10/6/2020 17H,1002
10/6/2020 16H,999
10/6/2020 15H,976
10/6/2020 14H,890
10/6/2020 13H,777
10/6/2020 12H,712
10/6/2020 11H,696
10/6/2020 10H,701
10/6/2020 09H,710
10/6/2020 08H,742
10/6/2020 07H,794
10/6/2020 06H,867
10/6/2020 05H,950
10/6/2020 04H,1017
10/6/2020 03H,1060
10/6/2020 02H,1048
10/6/2020 01H,1023
10/6/2020 00H,992
10/5/2020 23H,990
10/5/2020 22H,995
10/5/2020 21H,1011
10/5/2020 20H,1021
10/5/2020 19H,1017
10/5/2020 18H,1011
10/5/2020 17H,1012
10/5/2020 16H,1014
10/5/2020 15H,991
10/5/2020 14H,894
10/5/2020 13H,778
10/5/2020 12H,715
10/5/2020 11H,698
10/5/2020 10H,701
10/5/2020 09H,708
10/5/2020 08H,740
10/5/2020 07H,774
10/5/2020 06H,844
10/5/2020 05H,915
10/5/2020 04H,975
10/5/2020 03H,1013
10/5/2020 02H,990
10/5/2020 01H,949
10/5/2020 00H,914
10/4/2020 23H,900
10/4/2020 22H,901
10/4/2020 21H,910
10/4/2020 20H,919
10/4/2020 19H,912
10/4/2020 18H,894
10/4/2020 17H,861
10/4/2020 16H,794
10/4/2020 15H,723
10/4/2020 14H,695
10/4/2020 13H,688
10/4/2020 12H,684
10/4/2020 11H,688
10/4/2020 10H,701
10/4/2020 09H,713
10/4/2020 08H,753
10/4/2020 07H,773
10/4/2020 06H,823
10/4/2020 05H,874
10/4/2020 04H,925
10/4/2020 03H,961
10/4/2020 02H,950
10/4/2020 01H,923
10/4/2020 00H,916
10/3/2020 23H,911
10/3/2020 22H,921
10/3/2020 21H,934
10/3/2020 20H,944
10/3/2020 19H,934
10/3/2020 18H,915
10/3/2020 17H,885
10/3/2020 16H,828
10/3/2020 15H,763
10/3/2020 14H,718
10/3/2020 13H,695
10/3/2020 12H,686
10/3/2020 11H,691
10/3/2020 10H,706
10/3/2020 09H,718
10/3/2020 08H,757
10/3/2020 07H,796
10/3/2020 06H,847
10/3/2020 05H,905
10/3/2020 04H,959
10/3/2020 03H,1007
10/3/2020 02H,1012
10/3/2020 01H,1015
10/3/2020 00H,1006
10/2/2020 23H,1003
10/2/2020 22H,1010
10/2/2020 21H,1025
10/2/2020 20H,1030
10/2/2020 19H,1024
10/2/2020 18H,1017
10/2/2020 17H,1015
10/2/2020 16H,1003
10/2/2020 15H,962
10/2/2020 14H,871
10/2/2020 13H,766
10/2/2020 12H,709
10/2/2020 11H,693
10/2/2020 10H,699
10/2/2020 09H,708
10/2/2020 08H,741
10/2/2020 07H,801
10/2/2020 06H,870
10/2/2020 05H,946
10/2/2020 04H,1010
10/2/2020 03H,1056
10/2/2020 02H,1046
10/2/2020 01H,1050
10/2/2020 00H,1047
10/1/2020 23H,1035
10/1/2020 22H,1032
10/1/2020 21H,1038
10/1/2020 20H,1041
10/1/2020 19H,1028
10/1/2020 18H,1016
10/1/2020 17H,1009
10/1/2020 16H,998
10/1/2020 15H,969
10/1/2020 14H,880
10/1/2020 13H,770
10/1/2020 12H,709
10/1/2020 11H,692
10/1/2020 10H,698
10/1/2020 09H,709
10/1/2020 08H,750
10/1/2020 07H,824
10/1/2020 06H,900
10/1/2020 05H,977
10/1/2020 04H,1042
10/1/2020 03H,1085
10/1/2020 02H,1091
10/1/2020 01H,1109
10/1/2020 00H,1100
09/30/2020 23H,1094
09/30/2020 22H,1088
09/30/2020 21H,1087
09/30/2020 20H,1084
09/30/2020 19H,1062
09/30/2020 18H,1042
09/30/2020 17H,1020
09/30/2020 16H,1001
09/30/2020 15H,960
09/30/2020 14H,875
09/30/2020 13H,774
09/30/2020 12H,715
09/30/2020 11H,697
09/30/2020 10H,702
09/30/2020 09H,712
09/30/2020 08H,749
09/30/2020 07H,806
09/30/2020 06H,880
09/30/2020 05H,961
09/30/2020 04H,1031
09/30/2020 03H,1071
09/30/2020 02H,1063
09/30/2020 01H,1073
09/30/2020 00H,1066
09/29/2020 23H,1058
09/29/2020 22H,1052
09/29/2020 21H,1056
09/29/2020 20H,1055
09/29/2020 19H,1037
09/29/2020 18H,1018
09/29/2020 17H,1004
09/29/2020 16H,986
09/29/2020 15H,954
09/29/2020 14H,870
09/29/2020 13H,770
09/29/2020 12H,713
09/29/2020 11H,697
09/29/2020 10H,702
09/29/2020 09H,710
09/29/2020 08H,744
09/29/2020 07H,787
09/29/2020 06H,851
09/29/2020 05H,931
09/29/2020 04H,1002
09/29/2020 03H,1042
09/29/2020 02H,1034
09/29/2020 01H,1034
09/29/2020 00H,1022
09/28/2020 23H,1019
09/28/2020 22H,1015
09/28/2020 21H,1022
09/28/2020 20H,1027
09/28/2020 19H,1014
09/28/2020 18H,1002
09/28/2020 17H,992
09/28/2020 16H,979
09/28/2020 15H,958
09/28/2020 14H,884
09/28/2020 13H,779
09/28/2020 12H,716
09/28/2020 11H,697
09/28/2020 10H,700
09/28/2020 09H,705
09/28/2020 08H,737
09/28/2020 07H,769
09/28/2020 06H,826
09/28/2020 05H,896
09/28/2020 04H,952
09/28/2020 03H,982
09/28/2020 02H,956
09/28/2020 01H,930
09/28/2020 00H,902
09/27/2020 23H,892
09/27/2020 22H,898
09/27/2020 21H,905
09/27/2020 20H,912
09/27/2020 19H,900
09/27/2020 18H,882
09/27/2020 17H,849
09/27/2020 16H,792
09/27/2020 15H,732
09/27/2020 14H,708
09/27/2020 13H,696
09/27/2020 12H,688
09/27/2020 11H,692
09/27/2020 10H,705
09/27/2020 09H,715
09/27/2020 08H,749
09/27/2020 07H,774
09/27/2020 06H,821
09/27/2020 05H,870
09/27/2020 04H,920
09/27/2020 03H,953
09/27/2020 02H,928
09/27/2020 01H,909
09/27/2020 00H,892
09/26/2020 23H,893
09/26/2020 22H,903
09/26/2020 21H,914
09/26/2020 20H,927
09/26/2020 19H,921
09/26/2020 18H,905
09/26/2020 17H,878
09/26/2020 16H,828
09/26/2020 15H,761
09/26/2020 14H,719
09/26/2020 13H,699
09/26/2020 12H,688
09/26/2020 11H,691
09/26/2020 10H,703
09/26/2020 09H,713
09/26/2020 08H,754
09/26/2020 07H,789
09/26/2020 06H,842
09/26/2020 05H,899
09/26/2020 04H,956
09/26/2020 03H,997
09/26/2020 02H,986
09/26/2020 01H,991
09/26/2020 00H,984
09/25/2020 23H,991
09/25/2020 22H,1001
09/25/2020 21H,1017
09/25/2020 20H,1024
09/25/2020 19H,1020
09/25/2020 18H,1008
09/25/2020 17H,996
09/25/2020 16H,976
09/25/2020 15H,932
09/25/2020 14H,856
09/25/2020 13H,763
09/25/2020 12H,707
09/25/2020 11H,692
09/25/2020 10H,698
09/25/2020 09H,706
09/25/2020 08H,741
09/25/2020 07H,782
09/25/2020 06H,847
09/25/2020 05H,921
09/25/2020 04H,985
09/25/2020 03H,1017
09/25/2020 02H,997
09/25/2020 01H,996
09/25/2020 00H,989
09/24/2020 23H,994
09/24/2020 22H,998
09/24/2020 21H,1007
09/24/2020 20H,1012
09/24/2020 19H,1002
09/24/2020 18H,989
09/24/2020 17H,977
09/24/2020 16H,958
09/24/2020 15H,923
09/24/2020 14H,854
09/24/2020 13H,759
09/24/2020 12H,703
09/24/2020 11H,691
09/24/2020 10H,697
09/24/2020 09H,705
09/24/2020 08H,734
09/24/2020 07H,785
09/24/2020 06H,852
09/24/2020 05H,930
09/24/2020 04H,995
09/24/2020 03H,1025
09/24/2020 02H,1010
09/24/2020 01H,1011
09/24/2020 00H,999
09/23/2020 23H,999
09/23/2020 22H,1007
09/23/2020 21H,1018
09/23/2020 20H,1020
09/23/2020 19H,1007
09/23/2020 18H,995
09/23/2020 17H,979
09/23/2020 16H,962
09/23/2020 15H,925
09/23/2020 14H,853
09/23/2020 13H,761
09/23/2020 12H,707
09/23/2020 11H,696
09/23/2020 10H,702
09/23/2020 09H,711
09/23/2020 08H,743
09/23/2020 07H,783
09/23/2020 06H,850
09/23/2020 05H,933
09/23/2020 04H,1002
09/23/2020 03H,1033
09/23/2020 02H,1020
09/23/2020 01H,1024
09/23/2020 00H,1014
09/22/2020 23H,1009
09/22/2020 22H,1013
09/22/2020 21H,1021
09/22/2020 20H,1023
09/22/2020 19H,1007
09/22/2020 18H,992
09/22/2020 17H,979
09/22/2020 16H,959
09/22/2020 15H,923
09/22/2020 14H,853
09/22/2020 13H,761
09/22/2020 12H,708
09/22/2020 11H,697
09/22/2020 10H,704
09/22/2020 09H,712
09/22/2020 08H,743
09/22/2020 07H,776
09/22/2020 06H,842
09/22/2020 05H,921
09/22/2020 04H,989
09/22/2020 03H,1019
09/22/2020 02H,1012
09/22/2020 01H,1015
09/22/2020 00H,1008
09/21/2020 23H,1004
09/21/2020 22H,1005
09/21/2020 21H,1012
09/21/2020 20H,1014
09/21/2020 19H,999
09/21/2020 18H,985
09/21/2020 17H,973
09/21/2020 16H,957
09/21/2020 15H,929
09/21/2020 14H,862
09/21/2020 13H,769
09/21/2020 12H,711
09/21/2020 11H,695
09/21/2020 10H,698
09/21/2020 09H,704
09/21/2020 08H,737
09/21/2020 07H,764
09/21/2020 06H,825
09/21/2020 05H,887
09/21/2020 04H,943
09/21/2020 03H,965
09/21/2020 02H,943
09/21/2020 01H,923
09/21/2020 00H,898
09/20/2020 23H,886
09/20/2020 22H,892
09/20/2020 21H,899
09/20/2020 20H,907
09/20/2020 19H,893
09/20/2020 18H,873
09/20/2020 17H,839
09/20/2020 16H,775
09/20/2020 15H,707
09/20/2020 14H,689
09/20/2020 13H,687
09/20/2020 12H,685
09/20/2020 11H,692
09/20/2020 10H,706
09/20/2020 09H,717
09/20/2020 08H,754
09/20/2020 07H,774
09/20/2020 06H,819
09/20/2020 05H,866
09/20/2020 04H,914
09/20/2020 03H,937
09/20/2020 02H,923
09/20/2020 01H,912
09/20/2020 00H,899
09/19/2020 23H,897
09/19/2020 22H,906
09/19/2020 21H,918
09/19/2020 20H,930
09/19/2020 19H,923
09/19/2020 18H,904
09/19/2020 17H,872
09/19/2020 16H,815
09/19/2020 15H,743
09/19/2020 14H,710
09/19/2020 13H,699
09/19/2020 12H,694
09/19/2020 11H,701
09/19/2020 10H,716
09/19/2020 09H,727
09/19/2020 08H,767
09/19/2020 07H,790
09/19/2020 06H,838
09/19/2020 05H,891
09/19/2020 04H,945
09/19/2020 03H,973
09/19/2020 02H,977
09/19/2020 01H,997
09/19/2020 00H,991
09/18/2020 23H,997
09/18/2020 22H,1003
09/18/2020 21H,1015
09/18/2020 20H,1021
09/18/2020 19H,1016
09/18/2020 18H,1002
09/18/2020 17H,987
09/18/2020 16H,961
09/18/2020 15H,915
09/18/2020 14H,842
09/18/2020 13H,761
09/18/2020 12H,712
09/18/2020 11H,700
09/18/2020 10H,708
09/18/2020 09H,717
09/18/2020 08H,751
09/18/2020 07H,807
09/18/2020 06H,878
09/18/2020 05H,951
09/18/2020 04H,1010
09/18/2020 03H,1034
09/18/2020 02H,1038
09/18/2020 01H,1059
09/18/2020 00H,1062
09/17/2020 23H,1052
09/17/2020 22H,1049
09/17/2020 21H,1051
09/17/2020 20H,1049
09/17/2020 19H,1034
09/17/2020 18H,1014
09/17/2020 17H,993
09/17/2020 16H,966
09/17/2020 15H,926
09/17/2020 14H,856
09/17/2020 13H,770
09/17/2020 12H,720
09/17/2020 11H,709
09/17/2020 10H,717
09/17/2020 09H,726
09/17/2020 08H,759
09/17/2020 07H,826
09/17/2020 06H,899
09/17/2020 05H,980
09/17/2020 04H,1045
09/17/2020 03H,1073
09/17/2020 02H,1079
09/17/2020 01H,1103
09/17/2020 00H,1099
09/16/2020 23H,1090
09/16/2020 22H,1082
09/16/2020 21H,1081
09/16/2020 20H,1076
09/16/2020 19H,1056
09/16/2020 18H,1031
09/16/2020 17H,1005
09/16/2020 16H,979
09/16/2020 15H,936
09/16/2020 14H,862
09/16/2020 13H,774
09/16/2020 12H,720
09/16/2020 11H,707
09/16/2020 10H,714
09/16/2020 09H,724
09/16/2020 08H,758
09/16/2020 07H,843
09/16/2020 06H,933
09/16/2020 05H,1012
09/16/2020 04H,1078
09/16/2020 03H,1098
09/16/2020 02H,1100
09/16/2020 01H,1129
09/16/2020 00H,1127
09/15/2020 23H,1122
09/15/2020 22H,1114
09/15/2020 21H,1115
09/15/2020 20H,1109
09/15/2020 19H,1096
09/15/2020 18H,1078
09/15/2020 17H,1059
09/15/2020 16H,1040
09/15/2020 15H,1007
09/15/2020 14H,918
09/15/2020 13H,798
09/15/2020 12H,725
09/15/2020 11H,703
09/15/2020 10H,704
09/15/2020 09H,711
09/15/2020 08H,743
09/15/2020 07H,816
09/15/2020 06H,891
09/15/2020 05H,978
09/15/2020 04H,1041
09/15/2020 03H,1054
09/15/2020 02H,1058
09/15/2020 01H,1078
09/15/2020 00H,1072
09/14/2020 23H,1070
09/14/2020 22H,1066
09/14/2020 21H,1070
09/14/2020 20H,1071
09/14/2020 19H,1061
09/14/2020 18H,1047
09/14/2020 17H,1038
09/14/2020 16H,1029
09/14/2020 15H,1010
09/14/2020 14H,927
09/14/2020 13H,809
09/14/2020 12H,732
09/14/2020 11H,704
09/14/2020 10H,703
09/14/2020 09H,708
09/14/2020 08H,737
09/13/2020 08H,744
09/13/2020 07H,811
09/13/2020 06H,863
09/13/2020 05H,917
09/13/2020 04H,958
09/13/2020 03H,976
09/13/2020 02H,971
09/13/2020 01H,974
09/13/2020 00H,962
09/12/2020 23H,950
09/12/2020 22H,950
09/12/2020 21H,958
09/12/2020 20H,969
09/12/2020 19H,967
09/12/2020 18H,953
09/12/2020 17H,925
09/12/2020 16H,871
09/12/2020 15H,796
09/12/2020 14H,752
09/12/2020 13H,729
09/12/2020 12H,712
09/12/2020 11H,712
09/12/2020 10H,723
09/12/2020 09H,733
09/12/2020 08H,772
09/12/2020 07H,853
09/12/2020 06H,923
09/12/2020 05H,977
09/12/2020 04H,1031
09/12/2020 03H,1058
09/12/2020 02H,1088
09/12/2020 01H,1138
09/12/2020 00H,1148
09/11/2020 23H,1152
09/11/2020 22H,1147
09/11/2020 21H,1146
09/11/2020 20H,1133
09/11/2020 19H,1122
09/11/2020 18H,1104
09/11/2020 17H,1083
09/11/2020 16H,1054
09/11/2020 15H,1003
09/11/2020 14H,915
09/11/2020 13H,815
09/11/2020 12H,754
09/11/2020 11H,734
09/11/2020 10H,742
09/11/2020 09H,753
09/11/2020 08H,794
09/11/2020 07H,874
09/11/2020 06H,954
09/11/2020 05H,1036
09/11/2020 04H,1097
09/11/2020 03H,1119
09/11/2020 02H,1138
09/11/2020 01H,1177
09/11/2020 00H,1183
09/10/2020 23H,1176
09/10/2020 22H,1164
09/10/2020 21H,1154
09/10/2020 20H,1139
09/10/2020 19H,1123
09/10/2020 18H,1101
09/10/2020 17H,1079
09/10/2020 16H,1048
09/10/2020 15H,1012
09/10/2020 14H,927
09/10/2020 13H,814
09/10/2020 12H,746
09/10/2020 11H,725
09/10/2020 10H,731
09/10/2020 09H,742
09/10/2020 08H,785
09/10/2020 07H,857
09/10/2020 06H,935
09/10/2020 05H,1011
09/10/2020 04H,1079
09/10/2020 03H,1095
09/10/2020 02H,1122
09/10/2020 01H,1160
09/10/2020 00H,1153
09/9/2020 23H,1135
09/9/2020 22H,1117
09/9/2020 21H,1115
09/9/2020 20H,1101
09/9/2020 19H,1065
09/9/2020 18H,1041
09/9/2020 17H,1002
09/9/2020 16H,952
09/9/2020 15H,879
09/9/2020 14H,815
09/9/2020 13H,801
09/9/2020 12H,757
09/9/2020 11H,752
09/9/2020 10H,762
09/9/2020 09H,789
09/9/2020 08H,826
09/9/2020 07H,878
09/9/2020 06H,952
09/9/2020 05H,1026
09/9/2020 04H,1094
09/9/2020 03H,1120
09/9/2020 02H,1144
09/9/2020 01H,1176
09/9/2020 00H,1164
09/8/2020 23H,1150
09/8/2020 22H,1140
09/8/2020 21H,1144
09/8/2020 20H,1138
09/8/2020 19H,1106
09/8/2020 18H,1080
09/8/2020 17H,1050
09/8/2020 16H,1010
09/8/2020 15H,950
09/8/2020 14H,890
09/8/2020 13H,822
09/8/2020 12H,776
09/8/2020 11H,770
09/8/2020 10H,778
09/8/2020 09H,796
09/8/2020 08H,828
09/7/2020 08H,806
09/6/2020 08H,804
09/6/2020 07H,856
09/6/2020 06H,912
09/6/2020 05H,968
09/6/2020 04H,994
09/6/2020 03H,1014
09/6/2020 02H,1020
09/6/2020 01H,1018
09/6/2020 00H,1000
09/5/2020 23H,996
09/5/2020 22H,988
09/5/2020 21H,986
09/5/2020 20H,978
09/5/2020 19H,954
09/5/2020 18H,930
09/5/2020 17H,898
09/5/2020 16H,860
09/5/2020 15H,810
09/5/2020 14H,786
09/5/2020 13H,764
09/5/2020 12H,752
09/5/2020 11H,756
09/5/2020 10H,770
09/5/2020 09H,794
09/5/2020 08H,836
09/5/2020 07H,882
09/5/2020 06H,938
09/5/2020 05H,1000
09/5/2020 04H,1054
09/5/2020 03H,1070
09/5/2020 02H,1104
09/5/2020 01H,1156
09/5/2020 00H,1160
09/4/2020 23H,1158
09/4/2020 22H,1142
09/4/2020 21H,1140
09/4/2020 20H,1130
09/4/2020 19H,1100
09/4/2020 18H,1074
09/4/2020 17H,1050
09/4/2020 16H,1012
09/4/2020 15H,958
09/4/2020 14H,882
09/4/2020 13H,812
09/4/2020 12H,768
09/4/2020 11H,760
09/4/2020 10H,770
09/4/2020 09H,768
09/4/2020 08H,778
09/4/2020 07H,824
09/4/2020 06H,898
09/4/2020 05H,970
09/4/2020 04H,1024
09/4/2020 03H,1040
09/4/2020 02H,1060
09/4/2020 01H,1092
09/4/2020 00H,1092
09/3/2020 23H,1084
09/3/2020 22H,1072
09/3/2020 21H,1076
09/3/2020 20H,1066
